sdg,n,accuracy,precision,recall,f1,tp,fp,tn,fn
All,161,77.64,92.16,59.49,0.72,47,4,78,32
7,100,93.0,92.16,94.0,0.93,47,4,46,3
10,61,52.46,0.0,0.0,0.0,0,0,32,29
