sdg,n,accuracy,precision,recall,f1,tp,fp,tn,fn
All,161,92.55,92.41,92.41,0.92,73,6,76,6
7,100,93.0,89.09,98.0,0.93,49,6,44,1
10,61,91.8,100.0,82.76,0.91,24,0,32,5
